Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,Hour,DayOfWeek,Month,FFTE Feed solids_deviation,FFTE Production solids_deviation,FFTE Steam pressure_deviation,TFE Out flow_deviation,TFE Production solids_deviation,TFE Vacuum pressure_deviation,TFE Steam pressure_deviation,Set Time_year,Set Time_month,Set Time_day,Set Time_dayofweek,Set Time_quarter,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP
46.01,1.28,42.61,9402.08,57.01,63.13,67.2,65.98,43.21,118.25,1629.05,43.04,29.88,80,2179.64,0,63.9,1.22,125.03,66.33,47.06,70,-79.13,5,1,7,-7.009999999999998,-2.119999999999997,0.1899999999999977,6.410000000000309,2.1000000000000014,-0.8700000000000045,-0.0300000000000011,2019,7,2,1,3,50.0,41.09,118.44,2186.05,66.0,-80.0,125.0
24.74,1.25,43.13,9100.52,25.67,52.52,57.04,36.66,39.48,115.08,1878.73,47.1,29.07,68,2833.98,0,68.25,1.25,124.71,74.57,85.34,84,-64.37,13,2,6,-0.6700000000000017,2.520000000000003,-0.0799999999999983,-619.69,3.75,-7.549999999999997,0.2900000000000062,2020,6,10,2,2,25.0,42.0,115.0,2214.29,72.0,-71.92,125.0
39.53,1.26,43.51,9318.42,50.86,63.44,61.72,61.85,44.7,122.14,1750.97,45.12,27.89,80,1827.5,0,65.35,1.24,119.91,65.05,84.21,73,-75.64,11,1,4,-0.8599999999999994,-2.700000000000003,0.8599999999999994,386.79,2.6500000000000057,-4.219999999999999,0.0900000000000034,2020,4,21,1,2,50.0,42.0,123.0,2214.29,68.0,-79.86,120.0
50.97,1.3,41.35,10183.53,49.38,55.12,60.65,62.93,41.66,124.96,1923.48,45.22,30.62,80,1584.31,0,46.31,1.25,119.91,69.76,40.29,72,-75.64,15,2,2,0.6199999999999974,1.3400000000000034,0.0400000000000062,1262.2000000000005,18.69,-4.129999999999996,0.0900000000000034,2020,2,19,2,1,50.0,43.0,125.0,2846.51,65.0,-79.77,120.0
37.88,1.29,50.38,9331.39,57.71,51.53,65.27,64.6,52.4,105.2,2167.32,53.99,35.53,80,2487.68,0,59.63,1.21,120.23,63.38,82.06,72,-74.93,8,1,8,-7.710000000000001,-13.4,-0.2000000000000028,-198.44999999999985,-8.630000000000003,8.210000000000008,-0.2300000000000039,2019,8,13,1,3,50.0,39.0,105.0,2289.23,51.0,-66.72,120.0
55.56,1.29,45.9,9818.42,50.54,61.75,75.11,55.37,43.97,139.76,1827.5,48.32,27.29,80,1738.0,0,67.47,1.3,119.91,75.81,33.93,82,-63.3,3,1,6,-0.5399999999999991,-1.6099999999999994,0.2400000000000091,1345.7199999999998,1.5300000000000011,-15.5,0.0900000000000034,2020,6,16,1,2,50.0,42.36,140.0,3083.72,69.0,-78.8,120.0
56.86,1.03,51.92,10209.47,46.27,55.24,62.9,63.61,56.01,104.48,1622.57,42.68,32.71,80,1205.58,0,69.32,0.87,125.36,64.44,82.62,71,-79.85,3,2,7,3.729999999999997,-13.009999999999998,-4.480000000000004,1403.7200000000005,2.680000000000007,0.0899999999999892,-0.3599999999999994,2019,7,3,2,3,50.0,43.0,100.0,2609.3,72.0,-79.76,125.0
56.84,1.26,44.13,10587.55,49.48,58.74,66.55,64.7,44.82,135.19,2205.58,49.29,37.82,80,2738.0,0,69.04,1.22,119.91,64.66,54.66,71,-76.0,5,2,4,0.5200000000000031,-1.8200000000000005,-0.1899999999999977,108.51000000000022,0.9599999999999936,-1.4200000000000017,0.0900000000000034,2020,4,29,2,2,50.0,43.0,135.0,2846.51,70.0,-77.42,120.0
59.86,1.29,61.82,10132.3,47.52,48.42,67.29,62.87,61.82,92.18,1597.28,45.47,30.42,80,1629.05,0,74.73,1.22,120.23,78.6,80.07,88,-48.46,15,2,10,2.479999999999997,-18.82,-0.1800000000000068,1362.8300000000002,1.269999999999996,-1.5700000000000005,-0.2300000000000039,2019,10,23,2,4,50.0,43.0,92.0,2991.88,76.0,-50.03,120.0
51.65,1.05,41.42,9407.91,56.65,51.91,66.59,67.0,41.57,103.45,2212.06,52.07,27.89,80,2551.88,0,57.23,0.87,27.92,57.1,57.25,64,-85.48,6,1,9,-6.649999999999999,-2.5700000000000003,1.5499999999999972,-191.11000000000013,-22.23,22.15000000000001,92.08,2019,9,10,1,3,50.0,39.0,105.0,2360.77,35.0,-63.33,120.0
2.97,1.31,5.3,9972.11,26.98,40.22,52.55,46.88,6.31,125.31,1186.77,12.95,25.38,80,2424.12,0,47.26,1.22,119.91,68.7,93.59,70,-66.12,9,4,10,-1.9800000000000004,36.69,-0.3100000000000023,493.5500000000002,-4.759999999999998,19.92,0.0900000000000034,2019,10,4,4,4,25.0,43.0,125.0,2917.67,42.5,-46.2,120.0
27.18,1.32,43.51,10215.95,50.82,54.93,62.61,61.56,43.43,128.13,2103.11,49.09,36.07,80,2083.66,0,66.72,1.25,119.91,64.82,82.05,74,-73.5,11,2,2,-0.8200000000000003,-0.4299999999999997,3.870000000000005,762.8500000000004,0.2800000000000011,0.7099999999999937,0.0900000000000034,2020,2,19,2,1,50.0,43.0,132.0,2846.51,67.0,-72.79,120.0
34.48,1.36,59.59,10190.01,49.19,61.01,69.95,59.06,58.81,114.36,1955.9,48.87,28.23,80,3621.92,0,84.28,1.3,119.91,74.12,78.24,83,-56.24,14,3,6,0.8100000000000023,-15.810000000000002,0.6400000000000006,-775.4099999999999,-1.2800000000000011,-1.2899999999999991,0.0900000000000034,2020,6,25,3,2,50.0,43.0,115.0,2846.51,83.0,-57.53,120.0
65.46,1.28,-0.1,9369.65,26.18,60.72,66.59,66.39,10.73,134.48,1744.49,49.35,25.14,80,1212.06,0,-14.38,0.96,119.91,79.88,23.88,83,-44.61,4,3,9,-1.1799999999999995,32.27,-0.3100000000000023,973.9900000000002,64.38,-0.3900000000000005,0.0900000000000034,2019,9,12,3,3,25.0,43.0,134.17,2186.05,50.0,-45.0,120.0
24.74,1.32,46.68,10311.93,50.76,55.85,66.87,63.73,46.52,119.64,1949.42,48.64,32.64,80,3083.66,0,66.12,1.25,119.91,70.59,81.28,81,-62.94,9,2,2,-0.759999999999998,-3.520000000000003,0.3599999999999994,-237.14999999999964,0.8799999999999955,-0.6099999999999994,0.0900000000000034,2020,2,19,2,1,50.0,43.0,120.0,2846.51,67.0,-63.55,120.0
60.84,1.26,46.27,10202.98,56.65,47.97,62.39,62.29,47.04,75.95,1974.71,46.69,29.44,80,4640.73,0,64.74,1.19,120.23,64.09,84.07,70,-79.85,2,2,8,-6.649999999999999,-4.039999999999999,-0.9500000000000028,-1830.4999999999995,1.2600000000000051,-1.6800000000000068,-0.2300000000000039,2019,8,21,2,3,50.0,43.0,75.0,2810.23,66.0,-81.53,120.0
1.65,1.28,51.2,9414.4,49.58,45.92,66.84,66.01,50.98,98.53,2071.34,48.45,31.06,80,2692.61,0,66.3,1.1,119.91,65.24,43.98,73,-74.93,19,3,10,0.4200000000000017,-9.479999999999997,1.4699999999999989,-880.5600000000002,0.7000000000000028,-0.309999999999988,0.0900000000000034,2019,10,3,3,4,50.0,41.5,100.0,1812.05,67.0,-75.24,120.0
38.54,1.27,48.89,9324.9,45.57,45.47,64.89,66.39,37.61,50.23,2250.32,50.6,27.32,80,2173.8,0,55.35,1.22,124.71,71.49,85.25,77,-69.29,6,3,8,4.43,1.3900000000000006,29.770000000000003,258.50999999999976,9.65,10.100000000000009,0.2900000000000062,2019,8,22,3,3,50.0,39.0,80.0,2432.31,65.0,-59.19,125.0
33.05,1.22,44.4,9395.59,57.8,52.87,62.36,63.09,44.4,110.48,1577.82,43.16,27.83,80,1225.03,0,60.43,0.9,119.91,63.99,84.44,70,-78.81,19,3,7,-7.799999999999997,-5.399999999999999,-0.480000000000004,853.9199999999998,1.5700000000000005,0.7199999999999989,0.0900000000000034,2019,7,4,3,3,50.0,39.0,110.0,2078.95,62.0,-78.09,120.0
61.98,1.26,13.35,10215.95,24.46,53.24,67.84,67.85,18.52,138.58,1974.71,52.68,25.0,80,1827.5,0,-8.64,0.88,84.99,77.55,41.46,82,-45.64,1,2,12,25.54,24.48,-8.430000000000007,1090.17,48.64,0.6400000000000006,0.0100000000000051,2019,12,4,2,4,50.0,43.0,130.15,2917.67,40.0,-45.0,85.0
47.69,1.05,44.7,9215.95,46.78,50.76,62.9,63.7,43.96,114.36,2225.03,49.03,30.49,80,2629.05,0,58.68,0.88,124.71,63.61,82.72,69,-79.49,4,3,11,3.219999999999999,-2.8500000000000014,0.6400000000000006,-122.14000000000031,2.3299999999999983,-0.5100000000000051,0.2900000000000062,2019,11,7,3,4,50.0,41.11,115.0,2506.91,61.01,-80.0,125.0
39.76,1.22,49.49,9395.59,48.71,48.58,66.84,60.53,48.06,120.71,2147.86,50.54,43.0,80,2077.17,0,58.75,1.16,129.83,66.07,45.84,76,-74.21,21,1,7,1.2899999999999991,-9.060000000000002,-0.7099999999999937,338.21000000000004,6.25,-0.7900000000000063,0.1699999999999875,2019,7,16,1,3,50.0,39.0,120.0,2415.38,65.0,-75.0,130.0
49.43,1.27,58.64,10190.01,57.13,46.14,62.16,61.68,57.63,54.8,1597.28,45.57,29.27,80,5826.2,0,75.86,1.24,84.99,73.86,81.16,84,-59.05,15,2,9,-7.130000000000003,-14.630000000000004,0.2000000000000028,-2979.69,0.1400000000000005,-0.4000000000000057,0.0100000000000051,2019,9,4,2,3,50.0,43.0,55.0,2846.51,76.0,-59.45,85.0
52.45,1.28,38.95,10523.35,49.25,49.99,61.43,58.45,41.12,135.19,2083.66,46.98,31.73,80,3179.64,0,64.39,1.15,119.91,65.5,78.06,68,-79.85,18,0,2,0.75,1.1500000000000057,-0.1899999999999977,-333.12999999999965,1.6099999999999994,-0.0700000000000073,0.0900000000000034,2020,2,17,0,1,50.0,42.27,135.0,2846.51,66.0,-79.92,120.0
1.84,1.3,44.88,9985.08,25.38,44.16,56.56,44.6,44.03,96.74,1853.44,45.6,29.41,80,1654.99,0,74.73,1.23,125.03,66.55,84.66,72,-77.39,11,2,11,-0.379999999999999,-1.0300000000000011,0.2600000000000051,1333.85,1.269999999999996,-2.6099999999999994,-40.03,2019,11,27,2,4,25.0,43.0,97.0,2988.84,76.0,-80.0,85.0
56.87,1.26,49.36,10222.44,50.12,47.55,64.44,65.15,49.44,108.24,1917.64,46.82,30.62,80,3160.18,0,68.35,0.67,119.91,69.92,83.32,76,-70.36,6,2,10,-0.1199999999999974,-6.439999999999998,-1.2199999999999989,-147.6199999999999,0.6500000000000057,3.819999999999993,0.0900000000000034,2019,10,30,2,4,50.0,43.0,107.02,3012.56,69.0,-66.54,120.0
29.29,1.18,50.61,9299.61,50.57,54.8,61.78,59.66,51.35,134.48,1512.97,38.78,55.72,80,783.4,0,72.38,1.06,124.71,65.5,53.32,75,-79.13,4,1,2,-0.5700000000000003,-9.35,0.5200000000000102,988.03,0.6200000000000045,0.0699999999999931,0.2900000000000062,2020,2,18,1,1,50.0,42.0,135.0,1771.43,73.0,-79.06,125.0
70.58,1.27,46.71,9184.18,56.3,50.82,62.74,62.26,46.71,113.65,1686.77,49.16,39.0,80,2526.59,0,56.51,1.19,120.23,69.73,83.6,80,-61.91,21,3,11,-6.299999999999997,-6.210000000000001,0.3499999999999943,-407.1100000000001,-8.009999999999998,12.239999999999997,-0.2300000000000039,2019,11,14,3,4,50.0,40.5,114.0,2119.48,48.5,-49.67,120.0
58.11,1.35,60.9,10190.01,49.32,61.43,69.15,60.56,60.21,120.71,1616.08,46.72,28.94,80,3121.92,0,71.81,1.27,119.91,78.12,77.89,89,-44.25,21,2,5,0.6799999999999997,-17.21,2.2900000000000063,-583.7800000000002,1.1899999999999975,-0.6899999999999977,0.0900000000000034,2020,5,20,2,2,50.0,43.0,123.0,2538.14,73.0,-44.94,120.0
24.26,0.81,60.19,10882.62,49.45,52.87,68.72,65.16,60.19,95.0,1494.16,5.87,70.35,80,276.91,0,25.57,1.2,121.82,69.28,28.34,74,-74.57,15,2,12,0.5499999999999972,-17.189999999999998,6.599999999999994,2640.76,39.43,-5.430000000000007,-1.8199999999999927,2019,12,4,2,4,50.0,43.0,101.6,2917.67,65.0,-80.0,120.0
71.34,1.28,50.06,10202.98,50.21,34.83,62.26,61.46,49.59,94.28,1994.16,47.55,31.43,80,3955.25,0,74.5,1.23,120.56,67.07,83.24,74,-70.36,17,3,1,-0.2100000000000008,-6.590000000000003,-0.2800000000000011,-1108.7399999999998,0.5,-9.64,-0.5600000000000023,2020,1,30,3,1,50.0,43.0,94.0,2846.51,75.0,-80.0,120.0
51.49,1.2,44.85,9299.61,50.54,50.95,64.05,65.01,44.18,104.48,1994.16,47.62,28.2,80,1872.24,0,57.16,1.14,125.68,62.74,84.34,67,-79.85,8,3,10,-0.5399999999999991,-3.68,-0.480000000000004,424.0600000000002,5.840000000000003,0.0699999999999931,-0.6800000000000068,2019,10,24,3,4,50.0,40.5,104.0,2296.3,63.0,-79.78,125.0
50.27,1.25,50.45,8927.37,57.45,52.74,64.15,61.88,50.16,109.44,1577.82,43.9,32.3,80,1398.18,0,63.61,1.23,125.03,71.39,82.57,81,-64.01,20,1,10,-7.450000000000003,-8.659999999999997,-4.439999999999998,327.1199999999999,1.3900000000000006,-1.1299999999999957,-5.030000000000001,2019,10,8,1,4,50.0,41.5,105.0,1725.3,65.0,-65.14,120.0
29.39,1.34,57.96,10215.95,50.21,56.85,70.72,63.28,61.37,128.13,1635.54,47.71,31.03,80,1763.94,0,70.84,1.24,119.91,76.46,77.7,91,-46.36,16,2,4,-0.2100000000000008,-18.37,-3.1299999999999955,1082.5700000000002,-0.8400000000000034,-0.7199999999999989,0.0900000000000034,2020,4,1,2,2,50.0,43.0,125.0,2846.51,70.0,-47.08,120.0
66.66,1.27,45.96,10292.48,50.34,46.32,62.87,56.45,45.96,142.52,1706.23,44.73,29.51,80,2385.21,0,66.25,1.21,125.03,63.09,81.94,69,-80.2,17,0,10,-0.3400000000000034,-2.960000000000001,13.109999999999983,606.6700000000001,4.75,0.2000000000000028,-0.0300000000000011,2019,10,28,0,4,50.0,43.0,155.63,2991.88,71.0,-80.0,125.0
52.09,1.26,51.23,10209.47,57.23,48.77,62.96,63.19,51.69,74.17,1929.96,46.43,31.97,80,4416.99,0,74.12,1.19,119.91,61.52,82.81,69,-82.31,6,2,8,-7.229999999999997,-8.689999999999998,0.8299999999999983,-1606.7599999999998,-0.1200000000000045,-0.7000000000000028,0.0900000000000034,2019,8,21,2,3,50.0,43.0,75.0,2810.23,74.0,-83.01,120.0
71.72,1.07,55.24,10196.5,56.08,48.48,62.9,63.09,53.92,68.17,1757.46,46.27,31.09,80,1706.23,0,77.43,0.82,120.23,67.23,82.0,77,-70.68,22,1,8,-6.079999999999998,-10.920000000000002,-0.1700000000000017,1104.0,-2.430000000000007,4.640000000000001,-0.2300000000000039,2019,8,20,1,3,50.0,43.0,68.0,2810.23,75.0,-66.04,120.0
63.29,1.32,49.38,10183.53,50.92,62.84,65.5,58.22,49.07,135.52,2064.85,50.89,28.6,80,2212.06,0,64.62,0.9,119.91,76.49,80.63,87,-48.1,23,3,5,-0.9200000000000016,-6.07,-5.52000000000001,397.2400000000002,0.3799999999999954,-1.3599999999999994,0.0900000000000034,2020,5,21,3,2,50.0,43.0,130.0,2609.3,65.0,-49.46,120.0
33.99,1.5,36.84,10119.97,45.54,55.05,65.55,62.15,37.22,125.31,1802.2,44.06,26.31,80,1276.26,0,36.53,0.93,119.91,65.43,33.94,68,-77.39,3,0,10,4.460000000000001,5.780000000000001,2.9199999999999875,1715.62,26.64,-2.6099999999999994,0.0900000000000034,2019,10,28,0,4,50.0,43.0,128.23,2991.88,63.17,-80.0,120.0
15.07,1.27,46.94,9389.11,49.29,44.96,65.01,64.34,45.75,101.35,1929.96,46.01,31.83,80,1769.78,0,67.45,1.1,119.91,67.58,83.88,74,-68.22,9,4,1,0.7100000000000009,-4.25,-0.3499999999999943,268.77,0.5499999999999972,-0.9699999999999988,0.0900000000000034,2020,1,31,4,1,50.0,41.5,101.0,2038.55,68.0,-69.19,120.0
