Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,Hour,DayOfWeek,Month,FFTE Feed solids_deviation,FFTE Production solids_deviation,FFTE Steam pressure_deviation,TFE Out flow_deviation,TFE Production solids_deviation,TFE Vacuum pressure_deviation,TFE Steam pressure_deviation,Set Time_year,Set Time_month,Set Time_day,Set Time_dayofweek,Set Time_quarter,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP
42.96,1.05,46.6,10202.98,49.45,56.94,64.92,63.73,46.6,74.88,1538.91,45.31,29.21,80,1558.37,0,73.47,1.26,119.91,75.98,81.32,87,-50.92,4,3,3,0.5499999999999972,-3.6000000000000014,-9.879999999999995,1288.1400000000003,-0.4699999999999988,0.740000000000002,0.0900000000000034,2020,3,26,3,1,50.0,43.0,65.0,2846.51,73.0,-50.18,120.0
59.2,1.27,45.82,9376.13,49.58,66.04,67.03,65.59,45.67,120.0,1597.28,43.71,30.59,80,2237.35,0,71.45,0.94,119.91,67.16,83.91,76,-71.39,13,1,5,0.4200000000000017,-2.6700000000000017,0.0,167.30000000000018,0.5499999999999972,-1.1299999999999957,0.0900000000000034,2020,5,12,1,2,50.0,43.0,120.0,2404.65,72.0,-72.52,120.0
46.67,1.1,49.41,9920.88,50.18,51.3,65.27,63.52,47.98,136.8,1706.23,44.54,30.49,80,1494.16,0,67.23,0.9,119.91,70.62,30.75,78,-68.58,15,1,12,-0.1799999999999997,-6.479999999999997,3.919999999999988,541.5,1.769999999999996,-2.9000000000000057,0.0900000000000034,2019,12,3,1,4,50.0,41.5,140.72,2035.66,69.0,-71.48,120.0
41.33,1.26,37.31,9376.13,49.73,53.36,62.74,62.22,37.08,132.02,1750.97,43.9,27.86,80,1994.16,0,59.63,1.22,125.03,61.68,49.02,70,-79.49,8,1,12,0.2700000000000031,1.9200000000000017,-2.75,-116.16000000000008,3.369999999999997,-0.5100000000000051,-0.0300000000000011,2019,12,3,1,4,50.0,39.0,129.27,1878.0,63.0,-80.0,125.0
37.63,1.29,50.38,9293.13,57.42,51.53,65.27,64.6,52.17,103.81,2122.57,44.09,36.54,80,1359.27,0,50.85,1.21,120.88,62.36,82.1,70,-82.67,8,1,8,-7.420000000000002,-13.170000000000002,1.1899999999999975,929.96,7.149999999999999,-3.489999999999995,-0.8799999999999955,2019,8,13,1,3,50.0,39.0,105.0,2289.23,58.0,-86.16,120.0
55.04,1.13,49.63,9356.68,53.42,48.19,63.06,62.68,49.63,95.71,1911.15,48.06,31.43,80,1923.48,0,64.63,0.9,119.91,72.55,82.8,82,-60.12,3,1,10,-3.4200000000000017,-10.630000000000004,-2.7099999999999937,771.1399999999999,0.3700000000000045,0.8399999999999963,0.0900000000000034,2019,10,8,1,4,50.0,39.0,93.0,2694.62,65.0,-59.28,120.0
59.44,1.26,48.66,9376.13,56.69,54.6,66.52,65.95,48.06,115.76,1610.25,44.03,31.23,80,1410.51,0,64.7,1.22,119.91,70.85,57.15,79,-68.58,11,3,8,-6.689999999999998,-5.060000000000002,0.2399999999999948,775.5400000000002,2.299999999999997,-3.239999999999995,0.0900000000000034,2019,8,15,3,3,50.0,43.0,116.0,2186.05,67.0,-71.82,120.0
51.04,1.27,62.28,10894.94,46.88,51.65,67.64,64.95,61.35,105.2,1391.7,41.79,26.35,80,1936.45,0,52.58,1.03,120.23,68.22,23.25,74,-62.94,7,4,11,3.119999999999997,-18.35,-0.2000000000000028,672.8500000000001,-3.0799999999999983,12.86,-0.2300000000000039,2019,11,8,4,4,50.0,43.0,105.0,2609.3,49.5,-50.08,120.0
59.88,1.28,41.81,10318.42,50.73,57.55,59.47,59.09,42.97,140.12,1661.48,44.51,32.44,80,2122.57,0,69.19,1.26,119.91,64.12,82.3,72,-73.86,19,2,4,-0.7299999999999969,0.0300000000000011,-0.1200000000000045,723.94,-0.1899999999999977,0.5699999999999932,0.0900000000000034,2020,4,29,2,2,50.0,43.0,140.0,2846.51,69.0,-73.29,120.0
55.26,1.05,49.41,9311.93,48.58,56.08,64.28,64.92,51.42,109.09,1571.34,45.02,55.35,80,2513.62,0,67.53,0.86,124.71,63.89,82.37,76,-79.13,2,1,8,1.4200000000000017,-12.420000000000002,0.9099999999999966,-224.38999999999987,-0.5300000000000011,-1.0600000000000025,0.2900000000000062,2019,8,13,1,3,50.0,39.0,110.0,2289.23,67.0,-80.19,125.0
31.83,1.3,59.49,10177.04,57.78,49.48,70.21,65.72,60.65,120.36,1936.45,45.57,34.36,80,1654.99,0,68.12,0.91,119.91,67.45,71.36,71,-80.2,21,2,9,-7.780000000000001,-17.65,-0.0699999999999931,1428.7299999999998,4.879999999999996,-3.4099999999999966,0.0900000000000034,2019,9,11,2,3,50.0,43.0,120.29,3083.72,73.0,-83.61,120.0
53.16,1.28,41.73,10292.48,50.34,56.37,59.28,59.09,42.05,134.84,1757.46,45.76,32.84,80,1738.0,0,69.42,1.26,119.91,65.69,82.51,75,-69.65,17,2,4,-0.3400000000000034,0.9500000000000028,0.1599999999999966,1108.5100000000002,-0.4200000000000017,1.2600000000000051,0.0900000000000034,2020,4,29,2,2,50.0,43.0,135.0,2846.51,69.0,-68.39,120.0
67.24,1.27,46.64,9215.95,56.62,51.08,63.03,61.78,46.87,124.24,2083.66,69.66,29.85,80,1673.8,0,38.46,1.19,101.95,71.01,68.54,80,-52.35,22,3,11,-6.619999999999997,-6.369999999999997,0.7600000000000051,445.68000000000006,-1.9600000000000009,-22.09,18.05,2019,11,14,3,4,50.0,40.5,125.0,2119.48,36.5,-74.44,120.0
63.51,1.27,52.62,9516.86,56.72,52.33,63.96,61.78,52.84,124.96,1808.69,13.91,54.1,80,1648.51,0,49.55,1.19,120.56,65.47,64.07,77,-74.21,23,3,11,-6.719999999999999,-12.340000000000003,0.0400000000000062,470.97,6.450000000000003,12.109999999999992,-0.5600000000000023,2019,11,14,3,4,50.0,40.5,125.0,2119.48,56.0,-62.1,120.0
38.47,1.05,37.68,9395.59,50.12,55.63,66.52,66.49,38.05,119.64,2179.64,46.14,23.76,80,1661.48,0,44.91,0.9,18.0,64.28,59.77,64,-70.36,0,1,10,-0.1199999999999974,2.7900000000000063,-0.8200000000000074,580.9299999999998,-7.409999999999997,2.739999999999995,102.0,2019,10,15,1,4,50.0,40.84,118.82,2242.41,37.5,-67.62,120.0
63.74,1.25,46.57,9222.44,47.49,53.1,63.54,62.23,46.64,115.43,1731.52,27.94,28.53,80,2359.27,0,45.78,1.19,3.89,52.33,83.62,76,-30.16,5,4,11,2.509999999999998,-6.140000000000001,-0.4300000000000068,-239.79,-9.28,-34.19,116.11,2019,11,15,4,4,50.0,40.5,115.0,2119.48,36.5,-64.35,120.0
48.65,1.29,52.46,10125.81,47.71,46.56,61.68,58.09,53.16,120.0,1987.68,49.25,29.85,80,2122.57,0,61.45,1.19,120.23,63.28,52.6,74,-68.93,14,0,10,2.289999999999999,-12.419999999999996,0.0,775.0799999999999,-11.950000000000005,32.56000000000001,-0.2300000000000039,2019,10,7,0,4,50.0,40.74,120.0,2897.65,49.5,-36.37,120.0
61.74,1.32,45.14,10215.95,50.5,57.1,66.14,62.36,47.61,132.02,1750.97,44.16,36.71,80,1519.46,0,67.32,0.94,119.26,66.68,33.81,73,-75.64,7,2,2,-0.5,-4.609999999999999,-22.02000000000001,1327.0500000000002,-2.319999999999993,0.3900000000000005,0.7399999999999949,2020,2,19,2,1,50.0,43.0,110.0,2846.51,65.0,-75.25,120.0
32.72,1.33,66.21,10113.49,50.12,49.58,70.43,61.78,66.21,119.64,1815.18,46.59,42.53,80,2994.16,0,75.78,1.27,119.91,66.52,78.98,75,-77.39,19,2,10,-0.1199999999999974,-23.209999999999997,0.3599999999999994,-96.50999999999976,1.2199999999999989,-1.5400000000000065,0.0900000000000034,2019,10,16,2,4,50.0,43.0,120.0,2897.65,77.0,-78.93,120.0
35.01,1.25,43.43,9376.13,49.0,55.6,67.29,64.95,43.43,122.85,1821.01,44.93,30.72,80,2225.03,0,65.79,1.24,119.91,64.89,42.41,70,-78.46,15,1,3,1.0,-1.93,0.1500000000000056,-231.7800000000002,0.2099999999999937,-1.4200000000000017,0.0900000000000034,2020,3,17,1,1,50.0,41.5,123.0,1993.25,66.0,-79.88,120.0
1.07,1.3,59.18,9946.82,37.08,40.6,61.2,37.94,56.71,120.36,1936.45,48.51,31.43,80,2038.91,0,79.83,1.25,119.91,67.61,80.87,77,-72.82,23,2,9,-12.079999999999998,-13.71,-0.0699999999999931,1044.8099999999995,-1.8299999999999983,2.9499999999999886,0.0900000000000034,2019,9,11,2,3,25.0,43.0,120.29,3083.72,78.0,-69.87,120.0
60.89,1.26,42.32,9831.39,50.54,46.75,63.51,62.84,42.24,99.92,1782.75,45.22,29.21,80,1571.34,0,57.09,1.21,119.91,67.96,84.85,75,-70.0,11,1,11,-0.5399999999999991,-1.740000000000002,0.0799999999999983,411.4000000000001,5.909999999999997,1.6400000000000006,0.0900000000000034,2019,11,12,1,4,50.0,40.5,100.0,1982.74,63.0,-68.36,120.0
13.86,1.26,42.76,9625.81,50.47,50.18,65.08,63.8,42.09,123.92,1769.78,44.51,30.59,80,2308.04,0,63.68,1.21,120.23,65.63,84.83,72,-73.18,17,4,11,-0.4699999999999988,-0.0900000000000034,1.0799999999999983,-115.73000000000002,-0.6799999999999997,1.2800000000000011,-0.2300000000000039,2019,11,22,4,4,50.0,42.0,125.0,2192.31,63.0,-71.9,120.0
2.32,1.06,-1.12,17.8,80.46,19.96,20.24,19.98,1.83,17.06,7.78,99.21,0.0,0,14.27,0,-10.06,0.87,0.0,39.13,87.25,72,2.3,22,6,9,-37.66,41.17,124.12,2832.24,30.06,-52.3,120.0,2019,9,1,6,3,42.8,43.0,141.18,2846.51,20.0,-50.0,120.0
28.44,1.28,47.68,10516.86,50.98,51.78,70.65,58.86,47.68,139.4,2192.61,49.7,34.56,80,2295.07,0,66.8,1.15,119.58,63.16,75.27,70,-78.1,19,0,2,-0.9799999999999968,-5.409999999999997,0.5999999999999943,551.44,0.2000000000000028,-0.1800000000000068,0.4200000000000017,2020,2,17,0,1,50.0,42.27,140.0,2846.51,67.0,-78.28,120.0
16.88,1.26,50.45,9363.17,47.75,53.42,63.89,63.03,48.44,97.1,1622.57,45.7,29.88,80,1610.25,0,64.19,0.93,119.91,73.48,82.99,85,-60.48,13,1,8,2.25,-9.439999999999998,0.9000000000000057,1012.83,-0.1899999999999977,0.019999999999996,0.0900000000000034,2019,8,20,1,3,50.0,39.0,98.0,2623.08,64.0,-60.46,120.0
41.93,1.28,51.8,9587.55,49.06,60.4,67.35,63.48,50.38,134.84,1789.23,46.59,37.32,80,1699.74,0,69.35,1.25,119.91,67.52,47.91,76,-70.68,17,1,4,0.9399999999999976,-8.880000000000003,0.1599999999999966,225.55999999999997,0.6500000000000057,-1.5999999999999943,0.0900000000000034,2020,4,21,1,2,50.0,41.5,135.0,1925.3,70.0,-72.28,120.0
38.66,1.27,47.61,9305.45,46.11,49.64,63.09,63.0,40.6,104.16,2179.64,49.16,27.63,80,3077.17,0,55.49,1.21,119.91,69.79,48.62,70,-77.03,18,1,10,3.890000000000001,-0.1000000000000014,20.840000000000003,-1010.5,7.509999999999998,-2.969999999999999,0.0900000000000034,2019,10,15,1,4,50.0,40.5,125.0,2066.67,63.0,-80.0,120.0
58.48,1.3,46.19,9369.65,49.38,67.96,67.03,67.93,46.79,120.0,1616.08,43.45,30.05,80,1346.95,0,70.87,0.94,119.91,67.68,83.65,76,-71.39,11,1,5,0.6199999999999974,-3.789999999999999,0.0,1057.7,1.1299999999999957,-1.2399999999999949,0.0900000000000034,2020,5,12,1,2,50.0,43.0,120.0,2404.65,72.0,-72.63,120.0
56.58,1.32,59.34,10196.5,50.28,47.55,66.91,62.42,59.26,101.67,1538.91,46.05,29.68,80,1686.77,0,75.03,1.03,119.91,78.57,80.71,92,-38.26,12,4,11,-0.2800000000000011,-16.259999999999998,0.3299999999999983,922.5300000000002,0.9699999999999988,-0.9200000000000016,0.0900000000000034,2019,11,8,4,4,50.0,43.0,102.0,2609.3,76.0,-39.18,120.0
2.43,1.26,8.03,8735.41,33.71,46.01,49.83,42.71,3.56,120.36,1084.31,4.97,27.8,80,629.05,0,52.38,0.93,119.58,65.47,95.6,72,-75.64,16,4,10,-8.71,37.94,-0.3599999999999994,1506.01,-14.880000000000004,25.64,0.4200000000000017,2019,10,11,4,4,25.0,41.5,120.0,2135.06,37.5,-50.0,120.0
48.01,1.26,49.34,9197.15,46.69,50.18,63.99,63.86,52.32,124.96,2179.64,54.28,25.64,80,1340.47,0,35.48,1.2,125.36,66.52,14.83,70,-72.82,10,3,11,3.3100000000000023,-11.21,0.0400000000000062,1166.4399999999998,1.5200000000000031,0.0699999999999931,-0.3599999999999994,2019,11,7,3,4,50.0,41.11,125.0,2506.91,37.0,-72.75,125.0
71.43,1.22,46.49,9280.16,49.0,51.46,62.96,64.37,47.24,129.88,1648.51,47.46,29.71,80,1648.51,0,76.59,0.5,125.03,67.68,83.47,76,-68.22,17,3,2,1.0,-5.240000000000002,0.1200000000000045,122.92000000000009,-0.5900000000000034,3.289999999999992,-0.0300000000000011,2020,2,13,3,1,50.0,42.0,130.0,1771.43,76.0,-64.93,125.0
60.8,1.08,51.42,9395.59,50.44,51.34,66.94,65.05,52.69,115.08,1289.23,43.36,31.6,80,2545.4,0,65.64,1.15,125.03,80.33,82.01,92,-39.33,16,1,10,-0.4399999999999977,-11.189999999999998,-0.0799999999999983,-305.3800000000001,-0.6400000000000006,2.960000000000001,-0.0300000000000011,2019,10,22,1,4,50.0,41.5,115.0,2240.02,65.0,-36.37,125.0
